선수명,연도,팀,대체영입여부,실전출전여부,비고,출처유형,verified_statiz,kbo_no_appearance,english_name,birth_date,birth_date_source,throws,nationality,kbo_first_year_WAR,kbo_first_year_IP,kbo_first_year_GS,kbo_first_year_ERA,kbo_first_year_FIP,kbo_first_year_WHIP,kbo_first_year_K9,kbo_first_year_BB9,asia_league_experience,asia_league_detail,nationality_source,mlb_ip_last,mlb_fip_last,mlb_k9_last,mlb_bb9_last,mlb_hr9_last,mlb_fip_minus_last,mlb_ip_3yr,mlb_fip_3yr,mlb_k9_3yr,mlb_bb9_3yr,mlb_hr9_3yr,mlb_fip_minus_3yr,mlb_career_ip,mlb_fip_minus_career,mlb_fip_davenport_translated_last,mlb_fip_davenport_translated_3yr,aaa_ip_last,aaa_fip_last,aaa_k9_last,aaa_bb9_last,aaa_hr9_last,aaa_fip_minus_last,aaa_ip_3yr,aaa_fip_3yr,aaa_k9_3yr,aaa_bb9_3yr,aaa_hr9_3yr,aaa_fip_minus_3yr,aaa_career_ip,aaa_fip_minus_career,aaa_fip_davenport_translated_last,aaa_fip_davenport_translated_3yr,mlb_ip_share,mlb_career_war,mlb_n_seasons_pre_kbo,statcast_metrics_available,n_pitch_types_recorded,kbo_first_year_G,release_date,outcome_category,resigned_next_year,resigned_as_asia_quota,age_at_kbo_entry,predicted_WAR,translation_gap,mlb_workload_spike_ratio,mlb_workload_spike_log,mlb_workload_spike_diff,aaa_workload_spike_ratio,aaa_workload_spike_log,aaa_workload_spike_diff,has_mlb_record,has_aaa_record,fip_dav_last,hr9_dav_last,bb9_dav_3yr,fip_dav_career,primary_level,primary_last_season
보 슐서,2023,kt,N,Y,STATIZ 신인지명 2023 kt와 일치,STATIZ 확인,1,0,Beau Grayson Sulser,1994-05-05,statiz,R,United States,0.35,49.2,9.0,5.62,4.34,1.61,6.34,2.54,N,,wiki_provisional,22.333,4.5,7.657,3.627,1.209,113.848,22.3,4.5,7.657,3.627,1.209,113.848,22.3,113.848,4.362,4.362,122.667,5.319,7.484,3.889,1.541,119.446,122.7,5.319,7.484,3.889,1.541,119.446,122.7,119.446,4.023,5.479,0.154,-0.035,1.0,full,4,9.0,2023-06-09,조기방출,N,,28.906,2.237,-1.887,,,,,,,1,1,4.362,1.205,3.616,5.353,MLB,2022.0
커크 맥카티,2023,SSG,N,Y,STATIZ 신인지명 2023 SSG와 일치,STATIZ 확인,1,0,Kirkland Kirk McCarty,1995-10-12,statiz,L,United States,2.87,130.0,24.0,3.39,3.63,1.3,8.03,3.12,N,,wiki_provisional,37.667,6.643,6.212,3.106,2.628,171.688,37.7,6.643,6.212,3.106,2.628,171.688,37.7,171.688,7.162,7.162,124.0,5.443,7.548,3.194,1.815,120.043,124.0,5.443,7.548,3.194,1.815,120.043,124.0,120.043,6.467,6.417,0.233,-0.824,1.0,full,5,24.0,,완주-재계약안됨,N,,27.469,2.352,0.518,,,,,,,1,1,7.162,2.975,3.719,6.54,MLB,2022.0
로에니스 엘리아스,2023,SSG,Y,Y,"STATIZ 신인지명 2023 SSG와 일치, 활약연도 2023-2024",STATIZ 확인,1,0,Roenis Elías,1988-08-01,statiz,L,Cuba,2.92,131.1,21.0,3.7,4.09,1.32,6.37,2.26,N,,wiki_provisional,7.667,4.417,7.043,3.522,1.174,116.287,108.7,4.093,7.206,3.064,0.994,95.163,395.7,107.734,,,65.0,4.64,7.615,2.631,1.108,85.284,224.0,4.51,7.754,3.415,1.085,109.136,290.3,109.625,,,0.577,2.283,7.0,full,4,22.0,,완주-재계약됨(일반슬롯),Y,N,34.664,2.734,0.186,0.1533333333333333,-1.8751410781671056,-42.333333333333336,1.911764705882353,0.6480267452794758,31.0,1,1,,,,,,
아리엘 후라도,2023,키움,N,Y,"STATIZ 신인지명 2023 키움과 일치, 2025-01-01 삼성 트레이드 확인(삼성 2025 항목을 재영입으로 제외한 판단과 일치)",STATIZ 확인,1,0,Ariel Bolívar Jurado Agrazal,1996-01-30,statiz,R,Panama,5.88,183.2,30.0,2.65,3.15,1.12,7.2,2.01,N,,wiki_provisional,4.0,5.441,4.5,0.0,2.25,125.31,181.0,5.081,5.221,2.685,1.442,109.359,181.0,109.359,5.284,4.673,53.333,4.295,7.425,2.025,1.181,89.487,76.0,3.857,7.816,1.658,0.947,78.577,76.0,78.577,5.006,4.271,0.704,1.311,3.0,full,4,30.0,,완주-재계약됨(일반슬롯),Y,N,27.168,2.893,2.987,0.0326975476839237,-3.42045519826657,-118.33333333333331,2.3529411764705883,0.8556661100577203,30.666666666666668,1,1,5.006,1.598,2.228,4.56,AAA,2022.0
이안 맥키니,2023,키움,Y,Y,STATIZ 신인지명 2023 키움과 일치,STATIZ 확인,1,0,Ian McKinney,1994-11-18,statiz,L,,-0.27,59.1,12.0,6.52,6.14,1.63,5.92,5.46,,,,,,,,,,,,,,,,,,,,22.333,8.736,3.224,6.851,2.015,160.57,76.0,7.094,6.632,5.329,1.776,132.112,76.0,132.112,8.449,7.066,,,0.0,none,0,12.0,,완주-재계약안됨,N,,28.367,0.25,-0.52,,,,0.4161490683229814,-0.876711745593497,-31.333333333333332,0,1,8.449,2.422,6.236,7.066,AAA,2022.0
시라카와 케이쇼,2024,SSG,Y,Y,"STATIZ로 충돌 해결: 신인지명 '24 SSG 부상 대체 선수', 2024-07-10 SSG→두산 트레이드. SSG가 정답 확정(두산 표기는 조사 오류였음)",STATIZ 확인,1,0,Keisho Shirakawa,2001-06-04,statiz,R,Japan,0.6,57.1,12.0,5.65,5.48,1.6,7.22,5.18,Y,시코쿠 아일랜드리그 플러스(독립리그) Tokushima Indigo Socks 2020 (KBO 입단 이전) — 단 NPB 자체 경력은 없음(위키에 'KBO 일본인 선수 중 유일하게 NPB 미경력자'로 명시),wiki_provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,12.0,2024-07-03,조기방출,N,,22.801,0.013,0.587,,,,,,,0,0,,,,,,
조던 발라조빅,2024,두산,N,Y,STATIZ 신인지명 2024 두산과 일치,STATIZ 확인,1,0,Jordan Balazovic,1998-09-17,statiz,R,Canada,1.25,57.0,11.0,4.26,3.31,1.44,10.89,4.42,N,,wiki_provisional,24.333,6.008,6.288,4.438,1.849,140.28,24.3,6.008,6.288,4.438,1.849,140.28,24.3,140.28,6.012,6.012,45.667,4.799,10.642,6.307,0.985,89.625,116.3,5.897,10.057,5.183,1.934,118.796,116.3,118.796,4.443,6.313,0.173,-0.37,1.0,full,4,12.0,,완주-재계약안됨,N,,25.514,1.98,-0.73,,,,0.6462264150943395,-0.4366053488438877,-25.000000000000007,1,1,6.012,1.852,4.444,6.26,MLB,2023.0
코너 시볼드,2024,삼성,N,Y,STATIZ에는 '코너'로 등록. 신인지명 2024 삼성과 일치,STATIZ 확인,1,0,Connor Seabold,1996-01-24,statiz,R,United States,5.27,160.0,28.0,3.43,4.5,1.09,8.89,2.25,N,,wiki_provisional,87.333,5.751,6.905,2.885,1.958,124.786,108.7,5.962,7.123,3.147,2.071,133.646,108.7,133.646,4.674,5.026,31.333,3.95,10.34,2.298,0.862,67.106,172.0,3.758,9.262,2.407,0.837,78.395,172.0,78.395,3.194,3.897,0.387,-0.474,3.0,full,5,28.0,,완주-재계약안됨,N,,28.162,3.03,2.24,4.763636363636364,1.5610113185286258,69.0,0.3615384615384615,-1.0173868487455238,-55.33333333333334,1,1,4.674,1.441,2.903,4.349,MLB,2023.0
데니 레예스,2024,삼성,N,Y,"STATIZ 신인지명 2024 삼성과 일치, G=26 (실전출전 확정); 2025년까지 재계약 활동",STATIZ 확인,1,0,Denyi Reyes,1996-11-02,statiz,R,Dominican Republic,4.47,144.0,26.0,3.81,4.31,1.31,7.12,1.88,N,,wiki_provisional,19.667,4.882,7.78,3.661,1.373,112.172,27.3,4.276,6.585,2.963,0.988,100.042,27.3,100.042,4.605,4.082,91.667,6.583,7.069,3.24,2.356,121.685,145.7,6.068,7.785,2.533,2.286,119.17,145.7,119.17,6.234,6.184,0.158,0.23,2.0,full,5,26.0,,완주-재계약됨(일반슬롯),Y,N,27.387,2.363,2.107,2.5652173913043477,0.9420432279765696,12.0,1.6975308641975309,0.5291747624341873,37.66666666666667,1,1,4.605,1.35,2.924,5.855,MLB,2023.0
디트릭 엔스,2024,LG,N,Y,STATIZ 신인지명 2024 LG와 일치,STATIZ 확인,1,0,Dietrich Arthur Enns,1991-05-16,statiz,L,United States,3.77,167.2,30.0,4.19,4.1,1.31,8.43,2.68,Y,NPB Saitama Seibu Lions 2022-2023 (KBO 입단 이전),wiki_provisional,22.333,2.319,10.075,2.418,0.403,56.799,26.3,3.396,9.228,2.392,1.025,80.56,26.3,80.56,2.397,3.467,71.667,3.097,11.302,2.26,1.005,67.495,277.0,5.516,7.798,3.379,1.722,111.731,342.0,108.887,3.967,6.024,0.071,0.45,2.0,full,4,30.0,,완주-재계약안됨,N,,32.854,2.803,0.967,,,,0.5231143552311436,-0.6479551863685717,-65.33333333333333,1,1,2.397,0.409,2.36,5.403,MLB,2021.0
엘리에이저 에르난데스,2024,LG,N,Y,STATIZ 활약연도 2024-2025 LG와 일치,STATIZ 확인,1,0,Elieser Hernández,1995-05-03,statiz,R,Venezuela,1.39,47.0,9.0,4.02,3.8,1.21,10.53,3.06,N,,wiki_provisional,62.333,6.401,8.663,3.176,2.743,159.376,139.7,5.561,9.473,2.642,2.384,135.228,287.7,133.606,6.159,5.218,2.0,12.573,9.0,13.5,4.5,232.383,80.3,3.807,11.427,2.577,1.344,83.969,131.0,69.953,9.777,4.607,0.687,-0.651,5.0,full,4,11.0,,완주-재계약됨(일반슬롯),Y,N,28.89,1.234,0.156,1.206451612903226,0.18768349993534,10.666666666666671,0.0350877192982456,-3.349904087274605,-55.0,1,1,9.777,3.913,3.055,4.717,AAA,2023.0
윌 크로우,2024,KIA,N,Y,STATIZ 신인지명 2024 KIA와 일치,STATIZ 확인,1,0,William Chandler Crowe,1994-09-09,statiz,R,United States,1.09,40.1,8.0,3.57,3.11,1.31,9.6,2.68,N,,wiki_provisional,9.667,5.841,8.379,8.379,0.931,133.916,202.3,5.169,8.362,4.626,1.512,124.108,210.7,129.902,5.455,4.958,27.0,4.239,10.0,4.333,1.0,83.434,82.0,5.01,7.902,4.28,1.098,93.804,82.0,93.804,4.056,4.921,0.72,-1.009,4.0,full,4,8.0,2024-08-05,조기방출,N,,29.536,2.344,-1.254,0.1271929824561403,-2.062049798967967,-66.33333333333333,,,,1,1,5.455,0.9,4.544,5.139,MLB,2023.0
캠 알드레드,2024,KIA,Y,Y,"STATIZ 신인지명 '24 KIA 부상 대체 외국인선수'로 명시, 일치",STATIZ 확인,1,0,Cam Alldred,1996-07-25,statiz,L,United States,1.2,43.2,9.0,4.53,3.74,1.26,10.72,3.5,N,,wiki_provisional,1.0,1.112,9.0,0.0,0.0,28.913,1.0,1.112,9.0,0.0,0.0,28.913,1.0,28.913,1.112,1.112,105.667,5.134,8.347,3.918,1.363,101.046,184.7,4.726,8.285,3.801,1.121,97.204,184.7,97.204,4.886,4.807,0.005,0.031,1.0,full,1,9.0,2024-08-05,조기방출,N,,27.661,1.887,-0.687,,,,1.5929648241206031,0.4655969491527883,39.33333333333334,1,1,4.886,1.434,3.827,4.787,AAA,2023.0
에릭 스타우트,2024,KIA,Y,Y,STATIZ 신인지명 2024 KIA와 일치,STATIZ 확인,1,0,Eric Stout,1993-03-27,statiz,L,United States,0.28,16.0,4.0,5.06,4.19,1.38,11.25,2.81,Y,CPBL CTBC Brothers 2023 (KBO 입단 이전),wiki_provisional,22.333,4.59,10.075,6.448,0.806,114.993,24.7,5.59,9.851,6.568,1.459,138.326,24.7,138.326,4.156,5.141,40.667,4.663,9.738,4.869,0.664,81.415,118.7,6.554,8.874,5.84,1.82,132.305,243.0,109.78,4.06,5.246,0.092,-0.257,2.0,full,4,4.0,2024-09-30,시즌후_자연종료,N,,30.99,2.164,-1.884,,,,2.30188679245283,0.8337291311811347,22.999999999999996,1,1,4.06,0.878,6.254,5.411,AAA,2023.0
에릭 라우어,2024,KIA,N,Y,STATIZ 신인지명 2024 KIA와 일치,STATIZ 확인,1,0,Eric Lauer,1995-06-03,statiz,L,United States,0.76,34.2,7.0,4.93,3.98,1.36,9.61,3.12,N,,wiki_provisional,46.667,7.412,8.293,4.629,3.086,168.911,324.0,4.75,8.806,3.444,1.639,113.587,596.7,109.588,6.755,4.563,43.667,4.145,13.191,4.74,1.237,82.788,70.0,3.696,12.6,4.371,0.9,75.021,70.0,75.021,3.792,3.59,0.895,4.838,6.0,full,5,7.0,,완주-재계약안됨,N,,28.805,2.332,-1.572,0.2941176470588235,-1.2237754316221157,-112.0,8.733333333333333,2.1671471220989416,38.666666666666664,1,1,6.755,2.739,3.412,4.35,MLB,2023.0
제임스 네일,2024,KIA,N,Y,STATIZ 신인지명 2024 KIA와 일치,STATIZ 확인,1,0,James Aubrey Naile,1993-02-08,statiz,R,United States,4.31,149.1,26.0,2.53,3.74,1.27,8.32,2.11,N,,wiki_provisional,15.333,4.951,4.109,5.283,0.587,115.43,24.3,5.175,4.438,4.068,1.11,124.867,24.3,124.867,4.85,5.078,59.0,3.929,10.068,3.203,0.915,75.255,194.7,4.069,8.368,2.635,0.832,78.296,357.7,94.931,3.577,3.991,0.064,-0.15,2.0,full,5,26.0,,완주-재계약됨(일반슬롯),Y,N,31.118,3.068,1.242,1.7037037037037035,0.532804530484766,6.333333333333334,0.8045454545454546,-0.2174778137785323,-14.333333333333329,1,1,4.85,0.552,3.867,4.741,MLB,2023.0
다니엘 카스타노,2024,NC,N,Y,STATIZ 신인지명 2024 NC와 일치,STATIZ 확인,1,0,Daniel Alexander Castano,1994-09-17,statiz,L,United States,1.89,111.2,19.0,4.35,4.33,1.27,7.17,2.01,N,,wiki_provisional,3.0,12.255,12.0,9.0,6.0,279.571,59.0,5.258,5.644,3.051,1.525,128.216,88.7,122.166,10.552,5.043,61.667,5.162,8.465,3.795,1.459,102.985,174.0,5.465,7.759,2.741,1.862,118.905,174.0,118.905,5.264,6.226,0.338,0.232,4.0,full,4,19.0,2024-07-28,조기방출,N,,29.514,2.351,-0.461,0.0841121495327102,-2.4756042571256867,-32.666666666666664,1.8137254901960784,0.5953830117940537,27.666666666666664,1,1,10.552,4.865,2.951,5.773,MLB,2023.0
카일 하트,2024,NC,N,Y,STATIZ 신인지명 2024 NC와 일치,STATIZ 확인,1,0,Kyle Patrick Hart,1992-11-23,statiz,L,United States,6.15,157.0,26.0,2.69,3.17,1.03,10.43,2.18,N,,wiki_provisional,11.0,8.282,10.636,8.182,3.273,186.644,11.0,8.282,10.636,8.182,3.273,186.644,11.0,186.644,8.025,8.025,38.333,5.777,7.513,4.461,1.643,124.325,245.3,5.078,7.41,3.742,1.247,108.623,245.3,108.623,4.229,5.495,0.043,-0.244,1.0,full,5,26.0,,완주-재계약안됨,N,,31.329,2.35,3.8,,,,0.359375,-1.0233888674305225,-68.33333333333334,1,1,4.229,1.109,4.003,5.352,AAA,2023.0
라이언 와이스,2024,한화,Y,Y,STATIZ 신인지명 '24 한화 부상 대체 선수'로 일치; 리카르도 산체스 대체 6/17 입단,STATIZ 확인,1,0,Ryan Weiss,1996-12-10,statiz,R,United States,2.57,91.2,16.0,3.73,3.71,1.16,9.62,2.85,Y,CPBL Fubon Guardians 2023 (KBO 입단 이전),wiki_provisional,,,,,,,,,,,,,,,,,14.0,8.501,9.643,9.0,1.929,158.69,44.3,5.262,10.759,5.887,1.015,96.955,44.3,96.955,6.588,5.793,,,0.0,none,0,16.0,,완주-재계약됨(일반슬롯),Y,N,27.283,0.107,2.463,,,,0.4615384615384615,-0.7731898882334817,-16.333333333333332,0,1,6.588,1.837,5.581,5.793,AAA,2023.0
하이메 바리아,2024,한화,N,Y,STATIZ 신인지명 2024 한화와 일치,STATIZ 확인,1,0,Jaime Barria,1996-07-18,statiz,R,Panama,1.41,92.2,19.0,5.15,3.9,1.42,8.06,1.75,N,,wiki_provisional,82.333,6.073,6.777,3.279,2.186,139.945,218.3,5.151,6.224,2.803,1.608,121.068,462.7,116.353,5.687,4.947,49.0,5.749,6.245,1.469,1.837,107.364,115.3,6.023,7.569,1.795,2.185,112.747,130.0,106.552,5.236,5.712,0.781,1.377,6.0,full,4,20.0,,완주-재계약안됨,N,,27.68,2.568,-1.158,1.0378151260504205,0.0371176629565025,3.0,1.013793103448276,0.0136988443581619,0.6666666666666643,1,1,5.687,1.922,2.914,4.95,MLB,2023.0
로버트 더거,2024,SSG,N,Y,STATIZ 신인지명 2024 SSG와 일치(G=6 IP=22.2 ERA12.71); 부진으로 시즌 중 교체,STATIZ 확인,1,0,Robert Lee Dugger,1995-07-03,statiz,R,United States,-0.84,22.2,6.0,12.71,5.13,2.07,7.15,3.97,N,,wiki_provisional,16.0,4.487,10.688,3.938,1.688,105.057,52.3,5.851,7.223,3.783,2.064,137.214,86.7,137.752,4.523,5.572,146.333,4.886,8.795,3.69,1.107,88.682,269.0,5.246,8.565,3.379,1.405,96.632,273.0,95.784,4.402,4.848,0.241,-0.508,4.0,full,5,6.0,2024-04-27,조기방출,N,,28.723,2.726,-3.566,0.6233766233766234,-0.4726044109457929,-9.666666666666668,2.1105769230769234,0.7469613333738535,77.00000000000001,1,1,4.402,1.222,3.858,5.082,AAA,2023.0
드류 앤더슨,2024,SSG,Y,Y,STATIZ 활약연도 2024~2025 SSG와 일치; 더거 대체 5/3 입국(STATIZ 계약구분란엔 '자유선발'로만 표기),STATIZ 확인,1,0,Andrew James Anderson,1994-03-22,statiz,R,United States,3.45,115.2,23.0,3.89,3.64,1.31,12.29,4.12,Y,NPB Hiroshima Toyo Carp 2022-2023 (KBO 입단 이전),wiki_provisional,22.0,3.897,3.682,2.455,0.409,89.656,29.3,5.328,5.216,4.295,1.227,119.975,44.3,98.706,3.852,5.275,70.667,4.201,10.953,3.693,1.019,80.055,223.7,4.81,8.45,3.42,1.247,108.382,230.3,108.552,4.304,5.594,0.161,0.21,5.0,full,4,24.0,,완주-재계약됨(일반슬롯),Y,N,30.004,2.643,0.807,,,,1.4620689655172414,0.379852532251438,22.333333333333336,1,1,3.852,0.409,4.257,5.329,MLB,2021.0
엔마누엘 데 헤이수스,2024,키움,N,Y,STATIZ 신인지명 2024 키움과 일치(G=30 IP=171.1),STATIZ 확인,1,0,Enmanuel Jose De Jesus,1996-12-10,statiz,L,Venezuela,4.39,171.1,30.0,3.68,4.18,1.25,9.35,2.31,N,,wiki_provisional,6.333,4.992,7.105,5.684,0.0,113.94,6.3,4.992,7.105,5.684,0.0,113.94,6.3,113.94,3.554,3.554,84.667,5.533,6.484,5.421,0.957,110.396,191.3,5.175,8.561,4.845,1.035,102.347,191.3,102.347,5.176,4.855,0.032,0.002,1.0,full,5,30.0,,완주-재계약됨(일반슬롯),Y,N,27.283,2.355,2.035,,,,0.8327868852459016,-0.182977509588875,-17.0,1,1,3.554,0.0,5.373,4.812,MLB,2023.0
콜 어빈,2025,두산,N,Y,STATIZ에는 '콜어빈'으로 등록. 신인지명 2025 두산과 일치,STATIZ 확인,1,0,Cole Irvin,1994-01-31,statiz,L,United States,2.57,144.2,28.0,4.48,4.59,1.53,7.96,4.91,N,,wiki_provisional,111.0,4.815,6.324,2.351,1.459,118.631,369.3,4.437,6.677,2.096,1.316,111.634,593.0,109.167,4.529,4.269,6.667,5.219,6.75,8.1,0.0,111.173,149.7,4.814,6.013,1.744,1.263,97.833,311.0,91.623,4.076,4.912,0.656,4.359,6.0,full,6,28.0,,완주-재계약안됨,N,,31.138,3.886,-1.316,1.435344827586207,0.361405118314134,33.66666666666667,0.1351351351351351,-2.001480000210124,-42.66666666666667,1,1,4.529,1.362,2.196,4.397,MLB,2024.0
잭 로그,2025,두산,N,Y,STATIZ에는 '잭로그'로 등록. 신인지명 2025 두산과 일치,STATIZ 확인,1,0,Zach Logue,1996-04-23,statiz,L,United States,5.34,176.0,29.0,2.81,3.26,1.05,7.98,1.99,N,,wiki_provisional,2.0,5.666,18.0,0.0,4.5,134.773,70.0,5.722,7.2,2.829,2.186,147.927,70.0,147.927,5.667,5.687,90.333,6.163,8.469,4.384,1.993,128.56,258.3,5.885,8.257,3.554,1.881,116.699,261.7,116.707,3.823,5.746,0.211,-0.523,3.0,full,5,30.0,,완주-재계약됨(일반슬롯),Y,N,28.912,2.263,3.077,0.1818181818181818,-1.7047480922384253,-9.0,1.1483050847457623,0.1382870158540906,11.666666666666655,1,1,5.667,4.5,3.042,5.398,MLB,2024.0
헤르손 가라비토,2025,삼성,N,Y,STATIZ 신인지명 2025 삼성과 일치,STATIZ 확인,1,0,Gerson Yeris Garabito,1995-08-19,statiz,R,Dominican Republic,2.54,78.1,15.0,2.64,3.91,1.19,9.65,4.25,N,,wiki_provisional,26.333,5.293,7.519,4.101,1.367,128.906,26.3,5.293,7.519,4.101,1.367,128.906,26.3,128.906,4.954,4.954,55.333,4.341,8.946,1.952,0.976,85.242,97.3,5.284,8.414,3.606,1.202,102.177,97.3,102.177,3.854,4.981,0.213,-0.141,1.0,full,5,15.0,,완주-재계약안됨,N,,29.591,2.729,-0.189,,,,1.3174603174603174,0.2757058814050652,13.333333333333336,1,1,4.954,1.369,4.449,4.975,MLB,2024.0
요니 치리노스,2025,LG,N,Y,STATIZ 신인지명 2025 LG와 일치,STATIZ 확인,1,0,Yonny Chirinos,1993-12-26,statiz,R,Venezuela,5.21,177.0,30.0,3.31,3.13,1.18,6.97,1.83,N,,wiki_provisional,30.0,6.133,7.5,3.9,2.1,149.939,122.0,5.422,6.197,3.025,1.623,130.388,356.3,108.289,5.312,4.852,110.667,4.31,7.482,3.009,0.895,92.227,146.0,4.289,7.521,3.144,0.863,90.497,317.7,88.6,4.259,4.212,0.529,2.393,6.0,full,4,30.0,,완주-재계약됨(일반슬롯),Y,N,31.236,2.736,2.474,0.3529411764705882,-1.041453874828161,-55.0,5.724137931034483,1.7446919583700693,91.33333333333334,1,1,5.312,1.782,3.002,4.304,MLB,2024.0
앤더스 톨허스트,2025,LG,N,Y,STATIZ 신인지명 2025 LG와 일치,STATIZ 확인,1,0,Anders William Tolhurst,1999-09-13,statiz,R,United States,1.31,44.0,8.0,2.86,3.21,1.25,9.2,3.27,N,,wiki_provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,none,0,8.0,,완주-재계약됨(일반슬롯),Y,N,25.522,0.099,1.211,,,,,,,0,0,,,,,,
애덤 올러,2025,KIA,N,Y,STATIZ 신인지명 2025 KIA와 일치,STATIZ 확인,1,0,Adam Oller,1994-10-17,statiz,R,United States,3.61,149.0,26.0,3.62,2.9,1.15,10.21,2.84,N,,wiki_provisional,42.333,5.316,7.654,4.677,1.488,130.202,136.3,6.238,6.271,4.819,1.914,159.305,136.3,159.305,4.737,6.129,31.667,3.539,9.095,4.832,0.0,62.729,75.7,3.423,8.921,4.163,0.119,67.88,75.7,67.88,4.887,4.948,0.643,-1.613,3.0,full,6,26.0,,완주-재계약됨(일반슬롯),Y,N,30.428,3.203,0.407,2.152542372881356,0.7666496425528718,22.666666666666668,0.7196969696969697,-0.32892503098583,-12.333333333333332,1,1,4.737,1.247,4.957,5.237,MLB,2024.0
터커 데이비드슨,2025,롯데,N,Y,STATIZ에는 '데이비슨'으로 등록. 신인지명 2025 롯데와 일치,STATIZ 확인,1,0,Tucker Davidson,1996-03-25,statiz,L,United States,3.38,123.1,22.0,3.65,3.85,1.39,8.68,3.5,N,,wiki_provisional,4.667,4.024,1.929,3.857,0.0,98.866,108.0,4.988,6.667,4.667,1.083,121.114,129.7,122.153,4.018,4.879,115.667,4.926,8.092,3.579,1.323,104.939,219.0,4.484,9.37,3.082,1.356,97.373,238.0,96.409,4.939,4.884,0.353,-0.199,5.0,full,5,22.0,,완주-재계약안됨,N,,28.991,2.737,0.643,0.0909090909090909,-2.3978952727983707,-46.66666666666667,1.4398340248962658,0.3645278464562043,35.33333333333334,1,1,4.018,0.0,4.785,4.861,MLB,2024.0
빈스 벨라스케즈,2025,롯데,Y,Y,STATIZ 신인지명 2025 롯데와 일치,STATIZ 확인,1,0,Vincent John Velasquez,1992-06-07,statiz,R,United States,-0.31,35.0,7.0,8.23,6.22,1.86,7.2,4.63,N,,wiki_provisional,37.333,3.871,8.92,3.375,0.964,88.784,207.0,4.928,9.0,3.826,1.652,116.251,763.7,104.569,3.305,4.733,4.667,3.358,3.857,1.929,0.0,66.096,17.0,3.174,11.118,4.235,0.529,66.25,19.0,72.096,3.055,3.355,0.976,8.005,9.0,full,4,11.0,,완주-재계약안됨,N,,32.789,2.958,-3.268,0.4955752212389381,-0.7020361279771913,-37.99999999999999,0.8235294117647058,-0.1941560144409575,-1.0,1,1,3.305,0.68,3.741,4.232,MLB,2023.0
알렉 감보아,2025,롯데,Y,Y,STATIZ 신인지명 2025 롯데와 일치,STATIZ 확인,1,0,Alec Gamboa,1997-01-17,statiz,L,United States,2.35,108.0,19.0,3.58,3.44,1.35,9.75,4.08,N,,wiki_provisional,,,,,,,,,,,,,,,,,73.667,4.283,6.231,3.787,0.367,83.873,114.0,4.516,7.421,4.737,0.474,85.845,114.0,85.845,3.97,4.115,,,0.0,none,0,19.0,,완주-재계약안됨,N,,28.175,1.112,1.238,,,,1.8264462809917352,0.6023721559210117,33.333333333333336,0,1,3.97,0.482,4.087,4.115,AAA,2024.0
코디 폰세,2025,한화,N,Y,STATIZ 신인지명 2025 한화와 일치 (2025 정규시즌 MVP),STATIZ 확인,1,0,Cody Ponce,1994-04-25,statiz,R,United States,8.38,180.2,29.0,1.89,1.92,0.94,12.55,2.04,Y,"NPB Nippon-Ham Fighters 2022-2023, Rakuten Golden Eagles 2024 (KBO 입단 이전)",wiki_provisional,38.333,4.944,8.452,2.583,1.878,116.652,55.3,5.472,7.807,2.765,2.114,126.362,55.3,126.362,4.657,5.079,57.333,4.217,9.262,2.826,1.256,94.702,76.0,4.506,9.355,2.961,1.421,99.771,76.0,99.771,5.069,5.348,0.421,-0.356,2.0,full,5,29.0,,완주-재계약안됨,N,,30.908,2.828,5.552,2.2549019607843137,0.8131064956389242,21.333333333333336,3.071428571428571,1.1221427860783038,38.66666666666667,1,1,4.657,1.615,2.747,5.233,MLB,2021.0
로건 앨런,2025,NC,N,Y,"STATIZ 신인지명 2025 NC와 일치, 2026-06-18 kt 트레이드 확인",STATIZ 확인,1,0,Logan Allen,1997-05-23,statiz,L,United States,2.41,173.0,31.0,4.53,4.39,1.43,7.75,3.49,N,,wiki_provisional,28.0,4.345,6.75,3.214,0.964,110.553,86.0,5.28,6.802,3.349,1.57,127.983,124.3,126.874,4.0,4.894,96.333,5.143,7.754,3.644,1.215,94.513,172.7,5.292,8.392,4.222,1.355,105.353,172.7,105.353,4.662,5.303,0.419,-0.417,5.0,full,6,32.0,,완주-재계약됨(일반슬롯),Y,N,27.83,2.619,-0.209,3.652173913043478,1.295322582914164,20.333333333333332,1.9794520547945205,0.6828200664040956,47.666666666666664,1,1,4.0,0.9,3.322,5.386,MLB,2024.0
라일리 톰프슨,2025,NC,N,Y,STATIZ 활약연도 2025-2026 NC와 일치,STATIZ 확인,1,0,Riley Thompson,1996-07-09,statiz,R,United States,4.34,172.0,30.0,3.45,3.12,1.12,11.3,2.93,N,,wiki_provisional,,,,,,,,,,,,,,,,,107.333,4.883,8.301,4.025,1.258,98.051,188.7,5.399,8.443,4.866,1.431,104.863,188.7,104.863,4.889,5.229,,,0.0,none,0,30.0,,완주-재계약됨(일반슬롯),Y,N,28.701,0.709,3.631,,,,1.319672131147541,0.2773833202512064,26.0,0,1,4.889,1.387,4.299,5.229,AAA,2024.0
