선수명,연도,팀,대체영입여부,실전출전여부,비고,출처유형,verified_statiz,kbo_no_appearance,english_name,birth_date,birth_date_source,throws,nationality,kbo_first_year_WAR,kbo_first_year_IP,kbo_first_year_GS,kbo_first_year_ERA,kbo_first_year_FIP,kbo_first_year_WHIP,kbo_first_year_K9,kbo_first_year_BB9,asia_league_experience,asia_league_detail,nationality_source,mlb_ip_last,mlb_fip_last,mlb_k9_last,mlb_bb9_last,mlb_hr9_last,mlb_fip_minus_last,mlb_ip_3yr,mlb_fip_3yr,mlb_k9_3yr,mlb_bb9_3yr,mlb_hr9_3yr,mlb_fip_minus_3yr,mlb_career_ip,mlb_fip_minus_career,mlb_fip_davenport_translated_last,mlb_fip_davenport_translated_3yr,aaa_ip_last,aaa_fip_last,aaa_k9_last,aaa_bb9_last,aaa_hr9_last,aaa_fip_minus_last,aaa_ip_3yr,aaa_fip_3yr,aaa_k9_3yr,aaa_bb9_3yr,aaa_hr9_3yr,aaa_fip_minus_3yr,aaa_career_ip,aaa_fip_minus_career,aaa_fip_davenport_translated_last,aaa_fip_davenport_translated_3yr,mlb_ip_share,mlb_career_war,mlb_n_seasons_pre_kbo,statcast_metrics_available,n_pitch_types_recorded,kbo_first_year_G,release_date,outcome_category,resigned_next_year,resigned_as_asia_quota,age_at_kbo_entry,predicted_WAR,translation_gap,mlb_workload_spike_ratio,mlb_workload_spike_log,mlb_workload_spike_diff,aaa_workload_spike_ratio,aaa_workload_spike_log,aaa_workload_spike_diff,has_mlb_record,has_aaa_record,fip_dav_last,hr9_dav_last,bb9_dav_3yr,fip_dav_career,primary_level,primary_last_season
조쉬 린드블럼,2015,롯데,N,Y,"STATIZ 신인지명 2015 롯데와 일치, 2018-02-01 롯데→두산 트레이드 확인(두산 2018 항목을 재영입으로 제외한 판단과 일치)",STATIZ 확인,1,0,Joshua William Josh Lindblom,1987-06-15,statiz,R,United States,7.35,210.0,32.0,3.56,4.48,1.18,7.71,2.23,N,,wiki_provisional,4.667,6.989,3.857,3.857,1.929,187.702,107.0,5.017,7.822,4.037,1.514,126.553,136.7,112.435,6.324,5.182,84.0,4.855,6.429,2.786,1.071,110.15,287.0,4.706,6.993,2.791,1.066,101.542,326.0,98.796,5.366,5.067,0.295,0.208,4.0,none,0,32.0,,완주-재계약됨(일반슬롯),Y,N,27.784,1.895,5.455,0.1489361702127659,-1.9042374526547452,-26.666666666666664,0.7777777777777778,-0.251314428280906,-24.0,1,1,6.324,1.915,4.217,4.811,MLB,2014.0
에스밀 로저스,2015,한화,N,Y,"STATIZ 신인지명 2015 한화와 일치, 2018-01-01 넥센 트레이드 확인(넥센 2018 항목을 재영입으로 제외한 판단과 일치)",STATIZ 확인,1,0,Esmil Rogers,1985-08-14,statiz,R,Dominican Republic,3.07,75.2,10.0,2.97,3.41,1.08,7.14,2.38,N,,wiki_provisional,45.667,4.731,8.672,3.35,1.577,121.713,262.0,4.351,7.66,3.126,1.237,107.846,421.0,108.679,4.968,4.133,48.667,3.44,7.582,3.329,0.37,84.893,132.7,4.1,7.394,2.849,0.746,88.067,193.3,99.672,4.018,4.343,0.685,1.922,6.0,none,0,10.0,,완주-재계약됨(일반슬롯),Y,N,29.618,2.311,0.759,0.3317191283292978,-1.103466667132908,-92.0,2.1159420289855073,0.7495001171110771,25.666666666666664,1,1,4.968,1.944,3.236,4.496,MLB,2014.0
재크 스튜어트,2015,NC,N,Y,STATIZ 신인지명 2015 NC와 일치,STATIZ 확인,1,0,Zachary Robert Stewart,1986-09-28,statiz,R,United States,4.67,117.2,19.0,2.68,3.33,1.21,8.34,1.99,N,,wiki_provisional,35.667,7.552,4.794,1.009,3.533,179.389,103.0,5.69,5.592,1.922,2.184,134.996,103.0,134.996,7.427,5.759,106.0,4.084,5.009,2.887,0.509,101.735,332.7,3.838,6.033,2.3,0.758,97.338,339.0,96.283,4.887,4.925,0.233,-0.649,2.0,none,0,19.0,,완주-재계약됨(일반슬롯),Y,N,28.496,2.265,2.405,0.5297029702970297,-0.6354388629392985,-31.666666666666664,0.6334661354581673,-0.4565487369115524,-61.33333333333334,1,1,4.887,1.208,2.79,4.989,AAA,2014.0
앤드루 시스코,2015,kt,N,Y,"STATIZ 신인지명=2014년(kt), 활약연도/실전기록=2015년만 존재. PROJECT_GUIDELINES.md의 'KBO 첫 시즌=실전 출전 연도' 규칙에 따라 2015년으로 확정",STATIZ 확인,1,0,Andrew Sisco,1983-01-13,statiz,L,United States,-0.04,39.0,5.0,6.23,5.23,1.74,9.69,5.77,Y,CPBL EDA Rhinos 2013-2014 (KBO 입단 이전),wiki_provisional,14.0,5.811,8.357,7.071,1.286,124.423,147.7,4.56,8.594,5.668,0.975,102.921,147.7,102.921,4.705,3.698,78.667,4.665,8.695,5.034,1.144,111.471,83.3,4.638,8.856,4.86,1.188,110.585,83.3,110.585,3.928,5.821,0.639,0.12,3.0,none,0,17.0,2015-05-27,조기방출,N,,32.203,1.502,-1.542,0.24,-1.4271163556401458,-44.333333333333336,,,,1,1,3.928,0.0,6.309,4.475,AAA,2011.0
필 어윈,2015,kt,N,Y,STATIZ 신인지명 2015 kt와 일치,STATIZ 확인,1,0,Phil Irwin,1987-02-25,statiz,R,United States,-0.29,56.0,12.0,8.68,5.66,1.98,6.59,3.38,N,,wiki_provisional,4.0,7.632,4.5,4.5,2.25,197.954,8.7,5.625,6.231,6.231,1.038,148.666,8.7,148.666,6.882,5.041,10.0,3.105,7.2,2.7,0.0,81.539,31.0,2.53,10.452,2.903,0.29,65.655,31.0,65.655,4.251,3.748,0.219,-0.023,2.0,none,0,12.0,2015-06-27,조기방출,N,,28.085,2.309,-2.599,,,,0.4761904761904761,-0.7419373447293773,-11.0,1,1,6.882,2.25,6.207,3.852,MLB,2014.0
메릴 켈리,2015,SK,N,Y,STATIZ 신인지명 2015 SK와 일치,STATIZ 확인,1,0,Merrill Kelly,1988-10-14,statiz,R,United States,4.56,181.0,29.0,4.13,4.22,1.34,6.91,2.69,N,,wiki_provisional,,,,,,,,,,,,,,,,,114.0,3.735,8.526,2.921,0.789,91.692,198.7,3.625,8.064,3.216,0.634,90.872,198.7,90.872,4.443,4.345,,,0.0,none,0,30.0,,완주-재계약됨(일반슬롯),Y,N,26.45,1.271,3.289,,,,1.3464566929133857,0.2974764700440684,29.33333333333333,0,1,4.443,1.504,3.655,4.345,AAA,2014.0
콜린 벨레스터,2016,삼성,N,Y,"STATIZ 신인지명 2016 삼성과 일치, G=3 (실전출전 확정)",STATIZ 확인,1,0,Collin Thomas Balester,1986-06-06,statiz,R,United States,-0.22,12.1,3.0,8.03,7.21,2.59,3.65,8.76,N,,wiki_provisional,15.667,6.644,7.468,7.468,1.723,167.141,69.3,6.039,7.659,4.933,1.947,152.132,200.7,135.075,6.509,5.899,27.0,5.199,7.333,3.0,1.333,116.75,113.3,3.92,8.974,2.859,1.032,97.039,420.0,103.375,4.932,5.29,0.323,-1.214,6.0,velo_only,4,3.0,2016-05-17,조기방출,N,,29.821,2.553,-2.773,0.8703703703703703,-0.1388364448542158,-2.333333333333334,0.574468085106383,-0.5543107357057294,-20.0,1,1,6.509,1.72,5.021,5.36,MLB,2015.0
앨런 웹스터,2016,삼성,N,Y,"STATIZ 신인지명 2016 삼성과 일치, G=12 (실전출전 확정)",STATIZ 확인,1,0,Carl Allen Webster,1990-02-10,statiz,R,United States,1.17,71.0,12.0,5.7,6.02,1.68,7.48,5.96,N,,wiki_provisional,31.0,8.359,4.935,5.806,2.903,211.828,120.3,5.928,5.684,4.936,1.496,153.571,120.3,153.571,8.834,5.894,77.0,4.47,7.247,3.039,0.935,98.518,304.0,4.001,8.23,3.345,0.77,96.289,304.0,96.289,4.909,4.602,0.284,-1.117,3.0,velo_only,5,12.0,2016-07-11,조기방출,N,,26.138,2.605,-1.435,0.5254237288135594,-0.6435502394205731,-28.0,0.6311475409836066,-0.4602156228795726,-45.0,1,1,8.834,3.3,5.356,4.972,MLB,2015.0
아놀드 레온,2016,삼성,N,Y,STATIZ 신인지명 2016 삼성과 일치,STATIZ 확인,1,0,Arnold Leon,1988-09-06,statiz,R,Mexico,-0.14,8.0,2.0,11.25,5.8,2.12,7.88,1.12,N,,wiki_provisional,26.667,4.184,6.412,3.038,1.012,105.122,26.7,4.184,6.412,3.037,1.012,105.122,26.7,105.122,3.995,3.995,58.0,4.358,8.534,2.948,1.086,106.838,274.3,4.072,7.611,2.723,0.755,95.061,369.7,91.715,4.827,4.395,0.067,0.02,1.0,velo_only,4,2.0,,완주-재계약안됨,N,,27.567,2.708,-2.848,,,,0.4,-0.916290731874155,-87.0,1,1,3.995,1.011,3.371,4.47,MLB,2015.0
요한 플란데,2016,삼성,N,Y,STATIZ 신인지명 2016 삼성과 일치(G=13),STATIZ 확인,1,0,Yohan Flande,1986-01-27,statiz,L,Dominican Republic,-0.16,68.2,13.0,7.6,5.99,1.82,7.34,4.33,N,,wiki_provisional,68.333,5.68,5.663,3.293,1.844,136.758,127.3,4.9,5.442,2.898,1.343,119.942,127.3,119.942,5.962,5.203,31.667,6.947,3.126,1.989,2.274,150.742,251.3,4.531,6.088,3.08,0.931,106.019,536.0,99.528,8.276,5.229,0.192,0.279,2.0,velo_only,4,13.0,,완주-재계약안됨,N,,30.177,2.133,-2.293,1.15819209039548,0.1468602465645789,9.333333333333329,0.3584905660377359,-1.0258529343856813,-56.66666666666666,1,1,5.962,2.057,3.209,4.997,MLB,2015.0
데이비드 허프,2016,LG,N,Y,STATIZ 신인지명 2016 LG와 일치,STATIZ 확인,1,0,David Gregory Huff,1984-08-22,statiz,L,United States,2.11,74.2,11.0,3.13,3.43,1.08,5.54,1.08,N,,wiki_provisional,6.0,7.134,6.0,1.5,3.0,186.686,102.7,4.484,6.487,2.893,1.227,115.28,388.0,116.841,6.634,4.576,57.333,3.425,6.75,1.256,0.628,78.77,194.3,4.786,5.696,1.945,1.436,113.192,495.7,100.553,3.738,3.808,0.439,1.72,7.0,velo_only,4,13.0,,완주-재계약됨(일반슬롯),Y,N,31.608,3.143,-1.033,0.1016949152542373,-2.2857779746776643,-53.0,,,,1,1,6.634,3.0,3.017,5.037,MLB,2015.0
헥터 노에시,2016,KIA,N,Y,STATIZ 신인지명 2016 KIA와 일치(G=31),STATIZ 확인,1,0,Hector Noesi,1987-01-26,statiz,R,Dominican Republic,6.57,206.2,31.0,3.4,3.82,1.27,6.05,2.22,N,,wiki_provisional,32.667,6.225,6.061,4.684,1.929,151.937,232.3,4.969,6.43,3.293,1.472,126.434,395.3,125.662,5.898,5.091,65.0,3.572,7.754,2.215,0.969,91.534,195.7,4.4,7.359,2.392,1.196,102.277,239.0,98.762,5.365,5.53,0.623,-0.255,5.0,velo_only,5,31.0,,완주-재계약됨(일반슬롯),Y,N,29.18,3.008,3.562,0.1895551257253384,-1.6630753958378572,-139.66666666666669,0.9798994974874372,-0.0203052661607455,-1.3333333333333286,1,1,5.898,1.853,3.489,5.105,MLB,2015.0
지크 스프루일,2016,KIA,N,Y,STATIZ 신인지명 2016 KIA와 일치,STATIZ 확인,1,0,Ezekiel Stephen Zeke Spruill,1989-09-11,statiz,R,United States,1.73,152.0,29.0,5.27,4.93,1.68,7.4,4.03,N,,wiki_provisional,22.667,2.559,5.559,1.588,0.0,68.483,34.0,3.869,6.088,2.382,0.794,103.151,34.0,103.151,2.373,3.941,114.333,3.944,5.274,2.676,0.63,108.393,285.3,4.404,5.867,2.776,0.82,103.151,285.3,103.151,5.594,5.151,0.106,0.205,2.0,none,0,30.0,,완주-재계약안됨,N,,26.554,2.19,-0.46,2.0,0.6931471805599453,11.333333333333334,1.4472573839662446,0.3696703060308086,35.33333333333333,1,1,5.594,1.761,3.352,5.019,AAA,2015.0
알렉산드로 마에스트리,2016,한화,N,Y,STATIZ 신인지명 2016 한화와 일치(G=9),STATIZ 확인,1,0,Alessandro Maestri,1985-07-01,statiz,R,Italy,-0.71,28.2,8.0,9.42,7.68,2.48,7.22,10.67,Y,NPB Orix Buffaloes 2012-2015 (KBO 입단 이전),wiki_provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,none,0,9.0,2016-06-20,조기방출,N,,30.752,0.263,-0.973,,,,,,,0,0,,,,,,
파비오 카스티요,2016,한화,N,Y,STATIZ 신인지명 2016 한화와 일치,STATIZ 확인,1,0,Fabio Castillo,1989-02-19,statiz,R,Dominican Republic,0.74,84.0,15.0,6.43,5.29,1.74,6.43,4.29,N,,wiki_provisional,,,,,,,,,,,,,,,,,33.0,3.608,5.455,2.182,0.273,78.429,113.0,4.148,6.85,3.664,0.558,94.094,131.7,98.545,4.089,5.133,,,0.0,none,0,20.0,,완주-재계약안됨,N,,27.113,1.399,-0.659,,,,1.434782608695652,0.3610133455373305,10.0,0,1,4.089,0.391,5.421,5.133,AAA,2014.0
에릭 서캠프,2016,한화,N,Y,STATIZ 신인지명 2016 한화와 일치,STATIZ 확인,1,0,Eric M. Surkamp,1987-07-16,statiz,L,United States,0.17,41.1,8.0,6.31,5.15,1.72,7.84,3.7,N,,wiki_provisional,3.333,11.234,10.8,2.7,5.4,293.549,30.3,6.422,7.121,4.154,2.077,169.057,57.0,149.222,10.134,6.195,78.667,3.523,9.839,2.288,0.915,80.869,150.0,3.612,8.4,2.4,0.72,82.025,150.0,82.025,4.664,4.248,0.275,-0.729,4.0,velo_only,4,17.0,,완주-재계약안됨,N,,28.712,2.674,-2.504,0.136986301369863,-1.9878743481543453,-21.0,1.1028037383177571,0.0978557900037587,7.333333333333343,1,1,10.134,6.0,4.455,4.494,MLB,2015.0
슈가 마리몬,2016,kt,N,Y,"STATIZ 신인지명 2016 kt와 일치, G=12",STATIZ 확인,1,0,Sugar Ray Marimon,1988-09-30,statiz,R,Colombia,0.97,62.0,12.0,5.23,4.75,1.44,6.53,4.21,N,,wiki_provisional,25.667,5.199,4.909,4.909,1.052,137.425,25.7,5.199,4.909,4.909,1.052,137.425,25.7,137.425,5.782,5.782,81.667,3.684,5.29,2.865,0.441,102.845,165.0,4.231,6.273,2.836,0.764,101.276,165.0,101.276,4.995,5.073,0.135,-0.292,1.0,velo_only,4,12.0,,완주-재계약안됨,N,,27.502,2.915,-1.945,,,,0.98,-0.0202027073175193,-1.6666666666666572,1,1,5.782,1.423,5.336,5.173,MLB,2015.0
요한 피노,2016,kt,N,Y,STATIZ 신인지명 2016 kt와 일치,STATIZ 확인,1,0,Yohan Pino,1983-12-26,statiz,R,Venezuela,-0.13,39.0,8.0,7.15,5.5,1.97,5.31,3.46,N,,wiki_provisional,19.333,3.599,6.052,1.397,0.931,90.903,79.7,3.861,7.117,1.921,1.13,100.348,79.7,100.348,3.286,3.858,78.667,4.629,7.894,2.288,1.373,102.527,273.0,3.744,8.176,2.44,0.923,91.502,429.7,99.567,5.296,4.524,0.156,1.038,2.0,velo_only,5,12.0,2016-07-24,조기방출,N,,32.266,3.005,-3.135,0.3204419889502762,-1.1380540207194063,-41.0,1.077625570776256,0.0747600752091094,5.666666666666671,1,1,3.286,0.914,1.959,4.864,MLB,2015.0
조쉬 로위,2016,kt,N,Y,STATIZ 신인지명 2016 kt와 일치,STATIZ 확인,1,0,Josh Lowey,1984-12-26,statiz,R,United States,0.11,60.0,13.0,6.3,4.87,1.88,10.2,5.85,N,,wiki_provisional,,,,,,,,,,,,,,,,,142.667,3.58,9.147,2.902,0.694,78.625,265.3,3.415,8.31,2.68,0.509,73.651,265.3,73.651,,,,,0.0,none,0,14.0,,완주-재계약안됨,N,,31.264,1.603,-1.493,,,,1.1630434782608694,0.1510402574128657,19.999999999999982,0,1,,,,,,
브라울리오 라라,2016,SK,N,Y,STATIZ 신인지명 2016 SK와 일치,STATIZ 확인,1,0,Braulio Lara,1988-12-20,statiz,L,Dominican Republic,-0.27,48.1,9.0,6.7,5.39,1.99,7.45,5.59,N,,wiki_provisional,,,,,,,,,,,,,,,,,28.0,3.528,9.321,3.214,0.643,82.366,42.0,4.341,9.214,4.929,0.857,103.948,42.0,103.948,4.134,5.07,,,0.0,none,0,17.0,,완주-재계약안됨,N,,27.28,0.914,-1.184,,,,2.5454545454545454,0.9343092373768334,17.0,0,1,4.134,1.286,5.612,5.07,AAA,2015.0
로버트 코엘로,2016,넥센,N,Y,STATIZ 신인지명 2016 넥센과 일치,STATIZ 확인,1,0,Robert Coello,1984-11-23,statiz,R,United States,1.92,62.0,12.0,3.77,5.74,1.48,6.68,6.1,N,,wiki_provisional,17.0,2.518,12.177,4.235,0.529,66.06,29.0,3.581,12.103,5.276,0.931,89.075,29.0,89.075,2.103,2.931,18.667,3.088,13.982,5.304,0.482,69.25,155.7,4.356,9.597,4.047,0.925,90.168,221.0,94.415,5.344,4.659,0.116,0.357,3.0,none,0,12.0,2016-06-16,조기방출,N,,31.354,2.079,-0.159,2.6842105263157894,0.9873866535578852,10.666666666666668,0.4444444444444445,-0.8109302162163287,-23.333333333333332,1,1,5.344,1.379,5.367,4.603,AAA,2015.0
스콧 맥그레거,2016,넥센,Y,Y,STATIZ 신인지명 2016 넥센과 일치,STATIZ 확인,1,0,Scott McGregor,1986-12-19,statiz,R,United States,1.74,90.0,14.0,5.2,4.89,1.42,6.1,2.0,N,,wiki_provisional,,,,,,,,,,,,,,,,,107.0,4.671,5.299,2.944,1.009,129.811,207.7,4.595,5.634,2.774,0.953,116.611,207.7,116.611,6.639,6.176,,,0.0,none,0,14.0,,완주-재계약안됨,N,,29.284,1.38,0.36,,,,1.0629139072847682,0.0610141057551462,6.333333333333329,0,1,6.639,2.413,3.985,6.176,AAA,2015.0
재크 페트릭,2017,삼성,N,Y,STATIZ 신인지명 2017 삼성과 일치,STATIZ 확인,1,0,Zachary Bernard Petrick,1989-07-29,statiz,R,United States,1.24,134.0,24.0,6.18,5.5,1.69,5.84,3.49,Y,NPB Yokohama DeNA BayStars 2016 (KBO 입단 이전),wiki_provisional,,,,,,,,,,,,,,,,,157.333,3.987,6.464,1.659,0.801,91.838,272.3,4.468,6.444,2.148,0.991,99.954,272.3,99.954,4.488,5.002,,,0.0,none,0,25.0,,완주-재계약안됨,N,,27.671,1.583,-0.343,,,,1.3681159420289857,0.3134345685541957,42.33333333333334,0,1,4.488,1.458,2.758,5.002,AAA,2015.0
앤서니 레나도,2017,삼성,N,Y,STATIZ 신인지명 2017 삼성과 일치,STATIZ 확인,1,0,Anthony Ranaudo,1989-09-09,statiz,R,United States,-0.22,49.0,11.0,6.8,7.54,1.98,5.14,4.96,N,,wiki_provisional,31.333,8.061,5.17,5.745,2.872,189.101,86.0,7.01,4.605,4.605,2.302,175.047,86.0,175.047,7.117,6.838,118.0,4.888,6.864,3.508,1.068,112.559,286.3,4.185,6.978,3.363,0.754,99.644,286.3,99.644,5.43,5.176,0.231,-1.506,3.0,velo_only,4,11.0,,완주-재계약안됨,N,,27.556,2.409,-2.629,2.043478260869565,0.7146533857809088,15.999999999999998,0.855072463768116,-0.1565690606915399,-20.0,1,1,7.117,2.382,4.6,5.409,MLB,2016.0
팻 딘,2017,KIA,N,Y,STATIZ에는 '팻딘'(공백없음)으로 등록. 신인지명 2017 KIA와 일치,STATIZ 확인,1,0,Patrick Michael Dean,1989-05-25,statiz,L,United States,4.36,176.0,29.0,4.14,4.61,1.42,7.31,1.99,N,,wiki_provisional,67.333,5.196,6.683,3.074,1.738,120.477,67.3,5.196,6.683,3.074,1.738,120.477,67.3,120.477,4.741,4.741,87.333,4.257,5.05,1.958,1.031,117.968,306.3,3.558,4.965,1.763,0.588,98.189,306.3,98.189,5.887,4.918,0.18,0.091,1.0,velo_only,4,30.0,,완주-재계약됨(일반슬롯),Y,N,27.849,2.956,1.404,,,,0.4878957169459962,-0.7176535907477679,-91.66666666666669,1,1,4.741,1.565,3.13,4.885,MLB,2016.0
닉 애디튼,2017,롯데,Y,Y,"이름 정정(위키 표기 '닉 에디튼'은 오기, 정확한 표기는 '애디튼'/Nick Additon). 3/29 파커 마켈 대체 영입, STATIZ 신인지명 2017 롯데 일치, G=15(2승7패), 7/12 방출",STATIZ 확인 + 뉴스,1,0,Nick Additon,1987-12-16,statiz,L,United States,0.58,70.0,13.0,5.91,4.58,1.57,7.71,3.21,Y,CPBL Chinatrust Brothers 2016 (KBO 입단 이전),wiki_provisional,,,,,,,,,,,,,,,,,80.333,3.953,5.602,2.577,0.784,110.746,244.3,4.065,6.225,3.278,0.589,101.631,559.7,101.23,5.398,4.778,,,0.0,none,0,15.0,2017-07-12,조기방출,N,,29.29,1.347,-0.767,,,,1.0807174887892377,0.0776251620305362,6.0,0,1,5.398,1.63,3.89,4.992,AAA,2016.0
제프 맨쉽,2017,NC,N,Y,STATIZ 신인지명 2017 NC와 일치,STATIZ 확인,1,0,Jeff Manship,1985-01-16,statiz,R,United States,3.37,112.2,21.0,3.67,4.14,1.29,6.87,2.64,N,,wiki_provisional,43.333,5.108,7.477,4.569,1.454,119.641,105.7,3.971,7.24,3.918,0.767,96.88,222.0,108.089,4.547,3.763,31.667,3.283,8.811,2.558,0.853,85.994,161.0,4.014,6.876,3.298,0.671,93.432,415.0,94.93,4.65,4.623,0.349,0.214,8.0,velo_only,4,21.0,,완주-재계약안됨,N,,32.203,2.776,0.594,1.1016949152542372,0.0968498259899176,4.0,1.25,0.2231435513142097,6.333333333333336,1,1,4.547,1.2,4.194,4.668,MLB,2016.0
돈 로치,2017,kt,N,Y,STATIZ 신인지명 2017 kt와 일치,STATIZ 확인,1,0,Donn Roach,1989-12-14,statiz,R,United States,2.35,165.0,28.0,4.69,5.38,1.58,5.4,3.27,N,,wiki_provisional,5.333,6.522,3.375,3.375,1.688,156.698,39.0,4.878,4.615,4.154,0.692,131.167,39.0,131.167,5.21,4.845,77.333,4.722,5.121,4.655,0.233,99.99,77.3,4.722,5.121,4.655,0.233,99.99,77.3,99.99,4.279,4.641,0.335,-0.424,3.0,velo_only,2,28.0,,완주-재계약안됨,N,,27.294,2.126,0.224,,,,,,,1,1,5.21,1.429,4.663,4.662,MLB,2016.0
스캇 다이아몬드,2017,SK,N,Y,STATIZ 신인지명 2017 SK와 일치,STATIZ 확인,1,0,Scott Michael Diamond,1986-07-30,statiz,L,Canada,3.25,134.1,24.0,4.42,5.1,1.47,3.95,2.34,N,,wiki_provisional,1.0,9.147,0.0,18.0,0.0,215.671,305.0,4.491,4.19,2.036,1.121,111.391,344.0,111.118,9.147,4.424,166.0,3.495,5.422,1.735,0.596,95.612,357.3,3.641,5.289,1.687,0.705,99.266,571.3,94.757,4.745,5.369,0.376,2.757,4.0,velo_only,3,24.0,,완주-재계약안됨,N,,30.669,2.954,0.296,0.0076335877862595,-4.875197323201151,-130.0,1.104212860310421,0.0991327375219746,15.666666666666655,1,1,9.147,0.0,2.03,4.87,MLB,2016.0
션 오설리반,2017,넥센,N,Y,STATIZ 신인지명 2017 넥센과 일치,STATIZ 확인,1,0,Sean Daniel O'Sullivan,1987-09-01,statiz,R,United States,-0.54,8.0,2.0,15.75,6.47,2.38,6.75,2.25,N,,wiki_provisional,21.333,4.881,5.484,2.531,1.266,116.569,105.0,5.841,4.714,2.4,1.886,145.523,323.7,138.899,4.32,5.988,105.333,3.416,7.263,2.307,0.598,93.523,310.3,4.015,6.38,2.784,0.783,104.307,654.0,95.927,4.572,5.241,0.331,-1.475,7.0,velo_only,5,3.0,2017-05-03,조기방출,N,,29.58,3.116,-3.656,0.3004694835680751,-1.2024090823497533,-49.66666666666667,1.8698224852071004,0.6258434986638385,48.99999999999999,1,1,4.32,1.268,2.533,5.154,MLB,2016.0
제이크 브리검,2017,넥센,Y,Y,STATIZ 신인지명 2017 넥센과 일치,STATIZ 확인,1,0,Jake Brigham,1988-02-10,statiz,R,United States,3.23,144.0,24.0,4.38,4.75,1.33,6.12,1.62,Y,NPB Tohoku Rakuten Golden Eagles 2016 (KBO 입단 이전),wiki_provisional,16.667,4.094,6.48,4.32,0.54,108.378,16.7,4.094,6.48,4.32,0.54,108.378,16.7,108.378,3.972,3.972,26.0,3.042,6.923,2.423,0.346,84.923,232.0,4.392,6.517,3.142,0.776,106.014,232.0,106.014,4.231,5.083,0.067,-0.015,1.0,velo_only,5,24.0,,완주-재계약됨(일반슬롯),Y,N,29.136,3.151,0.079,,,,0.2815884476534296,-1.2673086794977468,-66.33333333333333,1,1,3.972,0.539,4.85,5.004,MLB,2015.0
세스 프랭코프,2018,두산,N,Y,STATIZ에는 '후랭코프'로 등록. 활약연도 2018-2019 두산과 일치,STATIZ 확인,1,0,Seth Frankoff,1988-08-27,statiz,R,United States,4.72,149.1,28.0,3.74,4.66,1.16,8.08,3.31,N,,wiki_provisional,2.0,7.658,9.0,0.0,4.5,176.612,2.0,7.658,9.0,0.0,4.5,176.612,2.0,176.612,8.452,8.452,116.667,5.101,9.18,3.626,1.389,111.372,134.7,5.3,8.688,3.876,1.403,117.535,165.3,115.148,5.673,5.955,0.012,-0.076,1.0,full,3,28.0,,완주-재계약됨(일반슬롯),Y,N,29.572,2.032,2.688,,,,15.90909090909091,2.766890701125144,109.33333333333334,1,1,8.452,5.294,0.0,5.806,MLB,2017.0
팀 아델만,2018,삼성,N,Y,STATIZ 신인지명 2018 삼성과 일치,STATIZ 확인,1,0,Timothy Max Adleman,1987-11-13,statiz,R,United States,3.5,171.0,31.0,5.05,4.91,1.5,7.21,2.84,N,,wiki_provisional,122.333,5.872,7.946,3.752,2.134,132.741,192.0,5.664,7.266,3.328,1.969,129.878,192.0,129.878,5.505,5.405,7.0,3.909,7.714,1.286,1.286,98.054,63.7,3.439,6.22,1.555,0.707,93.265,63.7,93.265,5.76,4.616,0.751,-0.114,2.0,full,4,31.0,,완주-재계약안됨,N,,30.36,2.955,0.545,1.7559808612440189,0.5630275960897592,52.66666666666666,0.1235294117647058,-2.0912759993268386,-49.666666666666664,1,1,5.505,2.054,3.298,5.213,MLB,2017.0
리살베르토 보니야,2018,삼성,N,Y,STATIZ 신인지명 2018 삼성과 일치,STATIZ 확인,1,0,Lisalverto Bonilla,1990-06-18,statiz,R,Dominican Republic,3.08,168.0,29.0,5.3,5.11,1.52,8.09,3.38,N,,wiki_provisional,36.667,6.43,6.873,5.4,1.964,145.339,57.3,5.782,7.064,5.337,1.57,136.365,57.3,136.365,,,62.667,3.8,8.473,3.303,0.862,95.329,211.0,3.685,9.81,3.199,0.81,84.972,254.0,90.08,,,0.184,-0.205,2.0,full,4,29.0,,완주-재계약안됨,N,,27.765,2.609,0.471,1.7741935483870963,0.5733459807473246,15.999999999999996,0.8506787330316741,-0.1617207386878037,-11.000000000000009,1,1,,,,,,
타일러 윌슨,2018,LG,N,Y,STATIZ 활약연도 2018-2021 LG와 일치,STATIZ 확인,1,0,Tylor Wilson,1989-09-25,statiz,R,United States,6.28,170.0,26.0,3.07,3.66,1.14,7.89,1.85,N,,wiki_provisional,15.333,5.505,5.283,2.348,1.761,120.108,145.3,4.713,4.768,2.415,1.177,108.007,145.3,108.007,5.184,4.203,114.0,4.39,5.368,2.763,0.789,113.149,232.0,3.876,5.858,2.172,0.737,103.81,302.0,102.298,5.37,5.123,0.325,0.773,3.0,full,5,26.0,,완주-재계약됨(일반슬롯),Y,N,28.493,3.149,3.131,0.1631205673758865,-1.8132656744490183,-78.66666666666667,4.816901408450704,1.5721308600212898,90.33333333333331,1,1,5.184,1.765,2.428,4.795,MLB,2017.0
